alias,gene
ENSG00000247311,CTC-441N14.2
ENSG00000164185,ZNF474
ENSG00000250803,CTC-441N14.4
ENSG00000272139,CTD-2544H17.2
ENSG00000064692,SNCAIP
ENSG00000249621,CTD-2544H17.1
ENSG00000249916,CTD-2280E9.1
ENSG00000250328,MGC32805
ENSG00000251538,RP11-166A12.1
ENSG00000205302,SNX2
ENSG00000260686,CTB-36H16.2
ENSG00000064652,SNX24
ENSG00000263432,RN7SL689P
ENSG00000168938,PPIC
ENSG00000249996,RP11-359P5.1
ENSG00000276047,Metazoa_SRP
ENSG00000223652,AC106786.1
ENSG00000061455,PRDM6
ENSG00000168944,CEP120
ENSG00000151292,CSNK1G3
ENSG00000235275,KRT18P16
ENSG00000253807,LINC01170
ENSG00000248296,CTD-2308B18.3
ENSG00000168916,ZNF608
ENSG00000249112,RP11-43D2.2
ENSG00000242814,RP11-436H11.1
ENSG00000250411,RP11-257I8.2
ENSG00000250194,RP11-257I8.1
ENSG00000249365,RP11-508M8.1
ENSG00000281608,RP11-395P13.7
ENSG00000260192,RP11-756H20.1
ENSG00000248752,RP11-114J13.1
ENSG00000248107,CTC-339D2.1
ENSG00000155324,GRAMD3
ENSG00000250602,RP11-517I3.1
ENSG00000279118,RP11-517I3.2
ENSG00000164904,ALDH7A1
ENSG00000164902,PHAX
ENSG00000196900,TEX43
ENSG00000213630,BOLA3P3
ENSG00000251072,RP11-434D11.4
ENSG00000113368,LMNB1
ENSG00000173926,MARCH3
ENSG00000164241,C5orf63
ENSG00000279446,AC005915.1
ENSG00000271585,CTB-88F18.4
ENSG00000145794,MEGF10
ENSG00000249577,CTD-2195M15.1
ENSG00000271766,CTD-2195M15.3
ENSG00000250859,HNRNPKP1
ENSG00000164244,PRRC1
ENSG00000205279,CTXN3
ENSG00000248799,CTC-548H10.2
ENSG00000230561,LINC01183
ENSG00000251032,CUL1P1
ENSG00000250603,CTC-228N24.2
ENSG00000245937,LINC01184
ENSG00000064651,SLC12A2
ENSG00000138829,FBN2
ENSG00000113396,SLC27A6
ENSG00000066583,ISOC1
ENSG00000249421,ADAMTS19-AS1
ENSG00000145808,ADAMTS19
ENSG00000251680,CTC-575N7.1
ENSG00000186367,KIAA1024L
ENSG00000198108,CHSY3
ENSG00000244192,RP11-114H7.1
ENSG00000250405,RP11-114H7.2
ENSG00000169567,HINT1
ENSG00000186687,LYRM7
ENSG00000158985,CDC42SE2
ENSG00000279370,RP1-247F3.1
ENSG00000158987,RAPGEF6
ENSG00000273217,CTC-432M15.3
ENSG00000217128,FNIP1
ENSG00000279584,AC005593.2
ENSG00000164398,ACSL6
ENSG00000234758,AC034228.4
ENSG00000223548,AC034228.3
ENSG00000231585,AC034228.2
ENSG00000227616,AC063976.1
ENSG00000235775,AC063976.2
ENSG00000224015,AC063976.3
ENSG00000237714,P4HA2-AS1
ENSG00000072682,P4HA2
ENSG00000224431,AC063976.7
ENSG00000131435,PDLIM4
ENSG00000197208,SLC22A4
ENSG00000233006,AC034220.3
ENSG00000197375,SLC22A5
ENSG00000197536,C5orf56
ENSG00000238160,AC116366.5
ENSG00000234290,AC116366.6
ENSG00000125347,IRF1
ENSG00000277192,RP11-89G4.1
ENSG00000113525,IL5
ENSG00000113522,RAD50
ENSG00000223442,AC004041.2
ENSG00000169194,IL13
ENSG00000113520,IL4
ENSG00000230612,AC004237.1
ENSG00000131437,KIF3A
ENSG00000205089,CCNI2
ENSG00000164402,SEPT8
ENSG00000198944,SOWAHA
ENSG00000272203,AC004775.5
ENSG00000164403,SHROOM1
ENSG00000164404,GDF9
ENSG00000164405,UQCRQ
ENSG00000164406,LEAP2
ENSG00000072364,AFF4
ENSG00000235253,AC010240.2
ENSG00000272023,CTC-350I8.1
ENSG00000229738,AC010240.3
ENSG00000155329,ZCCHC10
ENSG00000248648,RP11-485M7.1
ENSG00000170606,HSPA4
ENSG00000251616,RP11-485M7.3
ENSG00000248245,CTB-49A3.2
ENSG00000053108,FSTL4
ENSG00000249478,CTB-49A3.5
ENSG00000250244,CTB-49A3.4
ENSG00000250409,CTB-3M24.3
ENSG00000280104,CTB-3M24.2
ENSG00000113583,C5orf15
ENSG00000213585,VDAC1
ENSG00000271737,CTB-113I20.2
ENSG00000271128,CTB-113I20.1
ENSG00000081059,TCF7
ENSG00000113558,SKP1
ENSG00000272772,CTD-2410N18.5
ENSG00000273345,CTD-2410N18.4
ENSG00000270177,CTD-2410N18.3
ENSG00000119048,UBE2B
ENSG00000279469,RP11-215P8.2
ENSG00000248559,RP11-215P8.3
ENSG00000237190,CDKN2AIPNL
ENSG00000243648,RP11-215P8.1
ENSG00000250564,RP11-215P8.4
ENSG00000250994,AC005355.1
ENSG00000251169,AC005355.2
ENSG00000280420,AC005355.3
ENSG00000043143,JADE2
ENSG00000152700,SAR1B
ENSG00000113615,SEC24A
ENSG00000164615,CAMLG
ENSG00000145833,DDX46
ENSG00000181904,C5orf24
ENSG00000113621,TXNDC15
ENSG00000132570,PCBD2
ENSG00000244921,CTB-36O1.7
ENSG00000248923,MTND5P11
ENSG00000247627,MTND4P12
ENSG00000198868,CTB-36O1.4
ENSG00000152705,CATSPER3
ENSG00000069011,PITX1
ENSG00000224186,C5orf66
ENSG00000248482,CTC-276P9.3
ENSG00000113648,H2AFY
ENSG00000270021,CTC-203F4.2
ENSG00000255833,TIFAB
ENSG00000249639,CTB-138E5.1
ENSG00000250167,CTC-321K16.1
ENSG00000145824,CXCL14
ENSG00000223539,AC011431.1
ENSG00000250378,RP11-119J18.1
ENSG00000145832,SLC25A48
ENSG00000145839,IL9
ENSG00000254239,GS1-39E22.2
ENSG00000253927,GS1-39E22.1
ENSG00000145826,LECT2
ENSG00000164616,FBXL21
ENSG00000120708,TGFBI
ENSG00000164621,SMAD5-AS1
ENSG00000113658,SMAD5
ENSG00000271824,AC009014.3
ENSG00000069018,TRPC7
ENSG00000248211,TRPC7-AS1
ENSG00000250947,TRPC7-AS2
ENSG00000279240,AC063980.3
ENSG00000249803,RP11-114H21.2
ENSG00000250284,CTB-1I21.1
ENSG00000248616,CTB-1I21.2
ENSG00000222285,RNA5SP193
ENSG00000152377,SPOCK1
ENSG00000146021,KLHL3
ENSG00000177733,HNRNPA0
ENSG00000270697,RP11-381K20.4
ENSG00000226306,NPY6R
ENSG00000250159,RP11-381K20.2
ENSG00000120729,MYOT
ENSG00000078795,PKD2L2
ENSG00000031003,FAM13B
ENSG00000277843,AC106753.1
ENSG00000246323,RP11-325L7.1
ENSG00000250260,RP11-325L7.2
ENSG00000061492,WNT8A
ENSG00000112981,NME5
ENSG00000112983,BRD8
ENSG00000112984,KIF20A
ENSG00000094880,CDC23
ENSG00000146013,GFRA3
ENSG00000158402,CDC25C
ENSG00000120709,FAM53C
ENSG00000249971,RP11-256P1.1
ENSG00000120733,KDM3B
ENSG00000132563,REEP2
ENSG00000120738,EGR1
ENSG00000241458,RPL7P19
ENSG00000120705,ETF1
ENSG00000278947,AC011385.1
ENSG00000113013,HSPA9
ENSG00000044115,CTNNA1
ENSG00000253404,AC034243.1
ENSG00000146006,LRRTM2
ENSG00000120725,SIL1
ENSG00000249593,CTB-46B19.2
ENSG00000280987,MATR3
ENSG00000253015,RN7SKP64
ENSG00000120727,PAIP2
ENSG00000272742,CTB-43P18.1
ENSG00000170482,SLC23A1
ENSG00000170476,MZB1
ENSG00000228672,PROB1
ENSG00000170469,SPATA24
ENSG00000170464,DNAJC18
ENSG00000279686,ECSCR
ENSG00000184584,TMEM173
ENSG00000131508,UBE2D2
ENSG00000207020,Y_RNA
ENSG00000275506,CTD-2062A1.2
ENSG00000272255,CTD-3224K15.3
ENSG00000171604,CXXC5
ENSG00000250635,CTD-3224K15.2
ENSG00000249526,CTB-35F21.1
ENSG00000249131,CTB-35F21.2
ENSG00000251387,CTB-35F21.3
ENSG00000271792,CTB-35F21.5
ENSG00000146005,PSD2
ENSG00000158458,NRG2
ENSG00000250692,CTB-35F21.4
ENSG00000245146,LINC01024
ENSG00000185129,PURA
ENSG00000182700,IGIP
ENSG00000254363,CTB-131B5.5
ENSG00000120306,CYSTM1
ENSG00000113068,PFDN1
ENSG00000281227,AC011380.1
ENSG00000113070,HBEGF
ENSG00000253965,CTC-329D1.3
ENSG00000113073,SLC4A9
ENSG00000249637,CTC-329D1.2
ENSG00000131503,ANKHD1
ENSG00000254996,ANKHD1-EIF4EBP3
ENSG00000213523,SRA1
ENSG00000243056,EIF4EBP3
ENSG00000113108,APBB3
ENSG00000176087,SLC35A4
ENSG00000251453,HAUS1P1
ENSG00000170458,CD14
ENSG00000131495,NDUFA2
ENSG00000113119,TMCO6
ENSG00000113141,IK
ENSG00000120314,WDR55
ENSG00000256453,DND1
ENSG00000170445,HARS
ENSG00000112855,HARS2
ENSG00000146007,ZMAT2
ENSG00000199990,VTRNA1-1
ENSG00000202111,VTRNA1-2
ENSG00000202515,VTRNA1-3
ENSG00000250515,RP11-515C16.7
ENSG00000204970,PCDHA1
ENSG00000279726,AC005609.16
ENSG00000278946,AC005609.20
ENSG00000278915,AC005609.18
ENSG00000278901,AC005609.17
ENSG00000279028,CTC-270D5.2
ENSG00000279047,CTC-270D5.1
ENSG00000171815,PCDHB1
ENSG00000279558,CH17-140K24.1
ENSG00000112852,PCDHB2
ENSG00000272154,AC005754.7
ENSG00000113205,PCDHB3
ENSG00000280029,CH17-140K24.2
ENSG00000113211,PCDHB6
ENSG00000255622,PCDHB17P
ENSG00000280336,CH17-140K24.3
ENSG00000113212,PCDHB7
ENSG00000279472,CH17-140K24.4
ENSG00000272674,PCDHB16
ENSG00000279068,CH17-140K24.5
ENSG00000120324,PCDHB10
ENSG00000197479,PCDHB11
ENSG00000120328,PCDHB12
ENSG00000187372,PCDHB13
ENSG00000120327,PCDHB14
ENSG00000279983,CH17-140K24.8
ENSG00000113248,PCDHB15
ENSG00000277795,AC005752.10
ENSG00000178913,TAF7
ENSG00000272070,AC005618.6
ENSG00000204956,PCDHGA1
ENSG00000131504,DIAPH1
ENSG00000246422,CTD-2024I7.13
ENSG00000228737,AC008781.7
ENSG00000171720,HDAC3
ENSG00000164620,RELL2
ENSG00000197948,FCHSD1
ENSG00000120318,ARAP3
ENSG00000278925,AC005753.1
ENSG00000156453,PCDH1
ENSG00000226040,AC005740.3
ENSG00000081791,KIAA0141
ENSG00000113555,PCDH12
ENSG00000271871,AC005740.6
ENSG00000013561,RNF14
ENSG00000254099,AC005740.5
ENSG00000113552,GNPDA1
ENSG00000131507,NDFIP1
ENSG00000280047,CTC-463A16.1
ENSG00000187678,SPRY4
ENSG00000274721,SPRY4-IT1_2
ENSG00000231185,AC005592.2
ENSG00000280643,AC005215.1
ENSG00000113578,FGF1
ENSG00000261757,AC005592.3
ENSG00000236714,AC005592.1
ENSG00000145819,ARHGAP26
ENSG00000226272,ARHGAP26-AS1
ENSG00000113580,NR3C1
ENSG00000231579,RPL7P21
ENSG00000279130,RP11-278J6.4
ENSG00000249429,CTD-2050E21.1
ENSG00000251205,CTD-2050E21.2
ENSG00000249881,CTB-57H20.1
ENSG00000145817,YIPF5
ENSG00000183775,KCTD16
ENSG00000213488,CTB-85P21.1
ENSG00000249229,NAMPTP2
ENSG00000251031,CTC-367F4.1
ENSG00000215325,ASS1P10
ENSG00000250842,CTC-806A22.1
ENSG00000248125,CTB-73N10.1
ENSG00000186314,PRELID2
ENSG00000204928,GRXCR2
ENSG00000156463,SH3RF2
ENSG00000173261,PLAC8L1
ENSG00000251556,RP11-118M9.3
ENSG00000133706,LARS
ENSG00000239602,RP11-449H3.1
ENSG00000239317,RP11-449H3.2
ENSG00000275740,RP11-449H3.3
ENSG00000250025,CTC-359M8.1
ENSG00000248842,CTB-1H10.1
ENSG00000113649,TCERG1
ENSG00000173250,GPR151
ENSG00000250407,CTB-99A3.1
ENSG00000156475,PPP2R2B
ENSG00000250343,CTC-255N20.1
ENSG00000169302,STK32A
ENSG00000113657,DPYSL3
ENSG00000272239,CTB-108O6.2
ENSG00000280780,JAKMIP2-AS1
ENSG00000176049,JAKMIP2
ENSG00000164266,SPINK1
ENSG00000164265,SCGB3A2
ENSG00000178776,C5orf46
ENSG00000133710,SPINK5
ENSG00000196800,SPINK14
ENSG00000178172,SPINK6
ENSG00000249503,HMGN1P16
ENSG00000248109,CTC-295J13.3
ENSG00000214510,SPINK13
ENSG00000247199,RP11-373N22.3
ENSG00000249834,PGBD4P3
ENSG00000145879,SPINK7
ENSG00000204909,SPINK9
ENSG00000145868,FBXO38
ENSG00000251330,CTD-2283N19.1
ENSG00000164270,HTR4
ENSG00000169252,ADRB2
ENSG00000169247,SH3TC2
ENSG00000272411,RP11-44B19.1
ENSG00000250072,CTC-529P8.1
ENSG00000173210,ABLIM3
ENSG00000248647,RP11-331K21.1
ENSG00000157510,AFAP1L1
ENSG00000164284,GRPEL2
ENSG00000253618,GRPEL2-AS1
ENSG00000145882,PCYOX1L
ENSG00000127743,IL17B
ENSG00000253865,RP11-394O4.3
ENSG00000249669,MIR143HG
ENSG00000275871,RP11-394O4.6
ENSG00000269936,RP11-394O4.5
ENSG00000113712,CSNK1A1
ENSG00000183111,ARHGEF37
ENSG00000155846,PPARGC1B
ENSG00000132915,PDE6A
ENSG00000155850,SLC26A2
ENSG00000164296,TIGD6
ENSG00000113716,HMGXB3
ENSG00000182578,CSF1R
ENSG00000214485,RPL7P1
ENSG00000113721,PDGFRB
ENSG00000113722,CDX1
ENSG00000011083,SLC6A7
ENSG00000070808,CAMK2A
ENSG00000183876,ARSI
ENSG00000070814,TCOF1
ENSG00000019582,CD74
ENSG00000164587,RPS14
ENSG00000254333,CTC-367J11.1
ENSG00000070614,NDST1
ENSG00000171992,SYNPO
ENSG00000253852,CTB-140J7.2
ENSG00000164591,MYOZ3
ENSG00000086589,RBM22
ENSG00000132912,DCTN4
ENSG00000256235,SMIM3
ENSG00000237693,IRGM
ENSG00000145908,ZNF300
ENSG00000197083,ZNF300P1
ENSG00000274235,CTC-311G1.1
ENSG00000279109,AC008641.1
ENSG00000211445,GPX3
ENSG00000145901,TNIP1
ENSG00000197043,ANXA6
ENSG00000198624,CCDC69
ENSG00000196743,GM2A
ENSG00000186334,SLC36A3
ENSG00000186335,SLC36A2
ENSG00000253897,CTB-23I7.1
ENSG00000123643,SLC36A1
ENSG00000086570,FAT2
ENSG00000271795,CTC-251D13.1
ENSG00000260581,CTB-113P19.4
ENSG00000113140,SPARC
ENSG00000249035,CTB-113P19.1
ENSG00000272112,CTB-113P19.5
ENSG00000177556,ATOX1
ENSG00000253921,CTB-113P19.3
ENSG00000145907,G3BP1
ENSG00000145888,GLRA1
ENSG00000270978,RP11-54C4.2
ENSG00000254226,CTB-12O2.1
ENSG00000132911,NMUR2
ENSG00000249484,LINC01470
ENSG00000155511,GRIA1
ENSG00000251183,AC091962.3
ENSG00000055147,FAM114A2
ENSG00000037749,MFAP3
ENSG00000164574,GALNT10
ENSG00000245275,SAP30L-AS1
ENSG00000164576,SAP30L
ENSG00000253886,CTB-158E9.2
ENSG00000253146,CIR1P1
ENSG00000274472,Y_RNA
ENSG00000155506,LARP1
ENSG00000272197,Metazoa_SRP
ENSG00000170271,FAXDC2
ENSG00000277039,Metazoa_SRP
ENSG00000155508,CNOT8
ENSG00000082516,GEMIN5
ENSG00000082515,MRPL22
ENSG00000253261,CTC-280C13.1
ENSG00000226650,KIF4B
ENSG00000253646,CTD-2311A18.1
ENSG00000271477,CTC-447K7.1
ENSG00000270442,CTB-95D12.1
ENSG00000170624,SGCD
ENSG00000254163,CTC-340I23.2
ENSG00000231989,PPP1R2P3
ENSG00000145850,TIMD4
ENSG00000113249,HAVCR1
ENSG00000135077,HAVCR2
ENSG00000254246,CTB-120L21.1
ENSG00000155868,MED7
ENSG00000113263,ITK
ENSG00000170613,FAM71B
ENSG00000253980,CTB-4E7.1
ENSG00000253653,CTC-248O19.1
ENSG00000055163,CYFIP2
ENSG00000172568,FNDC9
ENSG00000251405,CTB-109A12.1
ENSG00000135074,ADAM19
ENSG00000253155,CTB-47B11.1
ENSG00000172548,NIPAL4
ENSG00000253519,AC106801.1
ENSG00000254336,AC008694.2
ENSG00000039600,SOX30
ENSG00000187658,C5orf52
ENSG00000253798,AC008694.3
ENSG00000113272,THG1L
ENSG00000155858,LSM11
ENSG00000113282,CLINT1
ENSG00000206819,RNU6-260P
ENSG00000244331,CTB-47B8.1
ENSG00000253743,MARK2P11
ENSG00000253792,CTC-436K13.5
ENSG00000253673,CTC-436K13.1
ENSG00000253449,CTC-436K13.6
ENSG00000253134,CTC-436K13.2
ENSG00000276778,RP11-524N5.1
ENSG00000254350,RP11-542A14.1
ENSG00000272085,RP11-542A14.2
ENSG00000254135,RP11-32D16.1
ENSG00000164330,EBF1
ENSG00000253811,CTD-2363C16.1
ENSG00000245812,RP11-175K6.1
ENSG00000145860,RNF145
ENSG00000253256,CTB-11I22.1
ENSG00000164332,UBLCP1
ENSG00000249738,AC008697.1
ENSG00000113302,IL12B
ENSG00000253298,AC008703.1
ENSG00000254199,AC008691.1
ENSG00000253311,AC011343.1
ENSG00000170214,ADRA1B
ENSG00000248626,GAPDHP40
ENSG00000113312,TTC1
ENSG00000223908,AC068657.2
ENSG00000170234,PWWP2A
ENSG00000280834,U6
ENSG00000170231,FABP6
ENSG00000247699,CTB-127C13.1
ENSG00000253772,RP11-34P1.1
ENSG00000135083,CCNJL
ENSG00000254373,RP11-34P1.2
ENSG00000145861,C1QTNF2
ENSG00000221886,ZBED8
ENSG00000164609,SLU7
ENSG00000164611,PTTG1
ENSG00000253522,CTC-231O11.1
ENSG00000118322,ATP10B
ENSG00000253687,CTC-348L5.1
ENSG00000254391,CTC-529G1.1
ENSG00000145864,GABRB2
ENSG00000145863,GABRA6
ENSG00000253403,RP11-348M17.2
ENSG00000118990,GLRXP3
ENSG00000022355,GABRA1
ENSG00000280776,LINC01202
ENSG00000113327,GABRG2
ENSG00000254186,RP11-167P20.1
ENSG00000250061,RP11-541P9.3
ENSG00000113328,CCNG1
ENSG00000170584,NUDCD2
ENSG00000072571,HMMR
ENSG00000251018,HMMR-AS1
ENSG00000038274,MAT2B
ENSG00000224012,RP11-756G12.1
ENSG00000253331,CTC-207P7.1
ENSG00000253538,CTB-32P11.1
ENSG00000241956,CTC-340A15.2
ENSG00000253236,CTD-2313P7.1
ENSG00000253600,CTC-340A15.1
ENSG00000254066,CTB-181F24.1
ENSG00000253693,CTC-535M15.2
ENSG00000253512,CTC-535M15.1
ENSG00000253946,CTC-425K20.1
ENSG00000254252,RPL7P20
ENSG00000254171,RP11-67M9.1
ENSG00000229119,CTB-63M22.1
ENSG00000254130,CTB-7E3.1
ENSG00000253713,CTC-264O10.2
ENSG00000253469,CTC-264O10.1
ENSG00000145934,TENM2
ENSG00000254365,CTB-180C19.1
ENSG00000254297,CTC-286N12.1
ENSG00000253527,CTB-105L4.2
ENSG00000254187,CTB-78F1.1
ENSG00000253660,CTC-353G13.1
ENSG00000253925,CTB-178M22.1
ENSG00000253978,CTB-178M22.2
ENSG00000113645,WWC1
ENSG00000113643,RARS
ENSG00000188573,FBLL1
ENSG00000120137,PANK3
ENSG00000233913,CTC-575D19.1
ENSG00000254192,CTC-558O2.2
ENSG00000184347,SLIT3
ENSG00000254042,CTC-558O2.1
ENSG00000248965,CTB-174D11.2
ENSG00000248222,CTB-174D11.1
ENSG00000040275,SPDL1
ENSG00000134516,DOCK2
ENSG00000253269,CTB-37A13.1
ENSG00000204767,FAM196B
ENSG00000249601,LINC01187
ENSG00000234511,C5orf58
ENSG00000043462,LCP2
ENSG00000250274,CTB-114C7.4
ENSG00000182132,KCNIP1
ENSG00000145936,KCNMB1
ENSG00000253858,CTB-147C13.1
ENSG00000253591,CTC-265N9.1
ENSG00000253348,CTC-455F18.1
ENSG00000094755,GABRP
ENSG00000204764,RANBP17
ENSG00000254256,RP11-117L6.1
ENSG00000181163,NPM1
ENSG00000156427,FGF18
ENSG00000185662,SMIM23
ENSG00000072803,FBXW11
ENSG00000072786,STK10
ENSG00000214360,EFCAB9
ENSG00000168246,UBTD2
ENSG00000174705,SH3PXD2B
ENSG00000214357,NEURL1B
ENSG00000253683,CTB-79E8.3
ENSG00000253445,CTB-79E8.2
ENSG00000253295,RP11-779O18.1
ENSG00000253736,RP11-779O18.3
ENSG00000120129,DUSP1
ENSG00000253628,RP11-536N17.1
ENSG00000113719,ERGIC1
ENSG00000204758,CTC-308K20.1
ENSG00000254295,CTC-308K20.2
ENSG00000037241,RPL26L1
ENSG00000253785,CTC-308K20.3
ENSG00000113732,ATP6V0E1
ENSG00000164463,CREBRF
ENSG00000253439,CDC42P5
ENSG00000253172,CTC-209H22.3
ENSG00000113734,BNIP1
ENSG00000113739,STC2
ENSG00000253968,CTB-32H22.1
ENSG00000253141,CTB-164N12.1
ENSG00000253768,CTB-33O18.1
ENSG00000253955,CTB-33O18.3
ENSG00000145919,BOD1
ENSG00000253959,CTB-43E15.1
ENSG00000253428,CTB-43E15.2
ENSG00000253686,LINC01484
ENSG00000254211,LINC01485
ENSG00000113742,CPEB4
ENSG00000185056,C5orf47
ENSG00000170091,HMP19
ENSG00000253447,RP11-619L12.4
ENSG00000249306,LINC01411
ENSG00000249031,SUMO2P6
ENSG00000250256,RP11-267A15.3
ENSG00000120149,MSX2
ENSG00000251670,CTD-2532K18.1
ENSG00000204754,CTC-281M20.1
ENSG00000251122,NIFKP2
ENSG00000184845,DRD1
ENSG00000164466,SFXN1
ENSG00000270839,CTC-571O20.1
ENSG00000113749,HRH2
ENSG00000200648,RNU6-226P
ENSG00000279496,CTC-251I16.1
ENSG00000145920,CPLX2
ENSG00000280068,RP11-91H12.1
ENSG00000250820,RP11-91H12.4
ENSG00000051596,THOC3
ENSG00000250801,RP11-91H12.3
ENSG00000272494,OR1X1P
ENSG00000250992,RP11-826N14.1
ENSG00000248469,RP11-826N14.2
ENSG00000182230,FAM153B
ENSG00000251458,RP11-844P9.1
ENSG00000251623,RP11-826N14.4
ENSG00000248596,RP11-844P9.2
ENSG00000170085,SIMC1
ENSG00000122203,KIAA1191
ENSG00000250909,RP11-843P14.2
ENSG00000251414,RP11-843P14.1
ENSG00000175414,ARL10
ENSG00000048162,NOP16
ENSG00000175416,CLTB
ENSG00000113194,FAF2
ENSG00000146083,RNF44
ENSG00000074276,CDHR2
ENSG00000243959,RN7SL684P
ENSG00000169258,GPRIN1
ENSG00000074317,SNCB
ENSG00000175766,EIF4E1B
ENSG00000048140,TSPAN17
ENSG00000248484,RP11-375B1.1
ENSG00000251446,RP11-375B1.2
ENSG00000248859,LINC01574
ENSG00000113763,UNC5A
ENSG00000160883,HK3
ENSG00000087206,UIMC1
ENSG00000113761,ZNF346
ENSG00000160867,FGFR4
ENSG00000165671,NSD1
ENSG00000270706,PRMT1P1
ENSG00000169228,RAB24
ENSG00000213347,MXD3
ENSG00000169230,PRELID1
ENSG00000169223,LMAN2
ENSG00000169220,RGS14
ENSG00000131183,SLC34A1
ENSG00000196570,PFN3
ENSG00000131187,F12
ENSG00000198055,GRK6
ENSG00000246334,PRR7-AS1
ENSG00000131188,PRR7
ENSG00000113758,DBN1
ENSG00000279821,RP11-1334A24.5
ENSG00000196923,PDLIM7
ENSG00000248996,RP11-1334A24.6
ENSG00000146094,DOK3
ENSG00000183258,DDX41
ENSG00000146067,FAM193B
ENSG00000272459,RP11-1277A3.3
ENSG00000184840,TMED9
ENSG00000027847,B4GALT7
ENSG00000247679,RP11-1277A3.1
ENSG00000246596,RP11-1277A3.2
ENSG00000249849,RP11-1101H11.1
ENSG00000170074,FAM153A
ENSG00000249109,RP11-1026M7.2
ENSG00000248943,RP11-1026M7.3
ENSG00000170089,RP11-423H2.1
ENSG00000214351,OR1X5P
ENSG00000249186,RP11-423H2.5
ENSG00000250101,RP11-1252I4.2
ENSG00000175325,PROP1
ENSG00000204677,FAM153C
ENSG00000218227,RP11-889L3.1
ENSG00000145911,N4BP3
ENSG00000145916,RMND5B
ENSG00000145912,NHP2
ENSG00000251211,RP11-889L3.4
ENSG00000244234,GMCL1P1
ENSG00000197451,HNRNPAB
ENSG00000175309,PHYKPL
ENSG00000050767,COL23A1
ENSG00000242341,RN7SL646P
ENSG00000113240,CLK4
ENSG00000169131,ZNF354A
ENSG00000250420,AACSP1
ENSG00000178338,ZNF354B
ENSG00000198939,ZFP2
ENSG00000213328,RP11-281O15.2
ENSG00000272431,RP11-281O15.8
ENSG00000178187,ZNF454
ENSG00000254035,RP11-281O15.4
ENSG00000113262,GRM6
ENSG00000234284,ZNF879
ENSG00000177932,ZNF354C
ENSG00000253144,RP11-281O15.7
ENSG00000087116,ADAMTS2
ENSG00000253652,RP11-798K23.4
ENSG00000253520,RP11-798K23.5
ENSG00000176783,RUFY1
ENSG00000244945,RP11-1379J22.2
ENSG00000169045,HNRNPH1
ENSG00000273549,Metazoa_SRP
ENSG00000204661,C5orf60
ENSG00000250999,RP11-1379J22.5
ENSG00000204659,CBY3
ENSG00000127022,CANX
ENSG00000161021,MAML1
ENSG00000213316,LTC4S
ENSG00000161013,MGAT4B
ENSG00000161011,SQSTM1
ENSG00000161010,C5orf45
ENSG00000245317,CTC-241N9.1
ENSG00000197226,TBC1D9B
ENSG00000113269,RNF130
ENSG00000249412,CTC-563A5.2
ENSG00000278965,RP11-39H3.2
ENSG00000253480,RP11-39H3.1
ENSG00000146090,RASGEF1C
ENSG00000229721,RP11-252I14.1
ENSG00000050748,MAPK9
ENSG00000253908,RP11-252I14.2
ENSG00000248367,CTB-129O4.1
ENSG00000131459,GFPT2
ENSG00000113300,CNOT6
ENSG00000161055,SCGB3A1
ENSG00000037280,FLT4
ENSG00000260841,CTC-205M6.5
ENSG00000131446,MGAT1
ENSG00000280161,CTC-205M6.1
ENSG00000278970,HEIH
ENSG00000245060,LINC00847
ENSG00000196670,ZFP62
ENSG00000113303,BTNL8
ENSG00000231228,CTD-2593A12.4
ENSG00000168903,BTNL3
ENSG00000165810,BTNL9
ENSG00000248560,CTB-14A14.2
ENSG00000248473,CTC-338M12.2
ENSG00000250222,CTC-338M12.5
ENSG00000146054,TRIM7
ENSG00000250900,CTC-338M12.6
ENSG00000248514,CTC-338M12.1
ENSG00000146063,TRIM41
ENSG00000247049,CTC-338M12.7
ENSG00000204628,GNB2L1
ENSG00000233937,CTC-338M12.4
ENSG00000183718,TRIM52
ENSG00000248275,TRIM52-AS1
ENSG00000248103,CTC-338M12.9
ENSG00000274525,CTC-338M12.13
ENSG00000222533,RNU6-705P
ENSG00000238035,AC138035.2
ENSG00000170590,LINC00266-3
ENSG00000218577,RP3-416J7.1
ENSG00000263667,RP3-416J7.4
ENSG00000205653,RP3-416J7.5
ENSG00000112679,DUSP22
ENSG00000137265,IRF4
ENSG00000112685,EXOC2
ENSG00000230433,RP1-20B11.2
ENSG00000272463,RP11-532F6.3
ENSG00000271727,RP11-532F6.4
ENSG00000271911,RP11-532F6.5
ENSG00000272485,RP11-284J1.1
ENSG00000276687,RP5-1077H22.2
ENSG00000278343,RP5-1077H22.1
ENSG00000270937,RP5-856G1.1
ENSG00000176515,RP5-856G1.2
ENSG00000164379,FOXQ1
ENSG00000281809,LINC01394
ENSG00000261730,RP4-668J24.2
ENSG00000137273,FOXF2
ENSG00000243439,RN7SL352P
ENSG00000218027,RP11-157J24.1
ENSG00000272279,RP11-157J24.2
ENSG00000054598,FOXC1
ENSG00000112699,GMDS
ENSG00000250903,GMDS-AS1
ENSG00000164385,C6orf195
ENSG00000228718,RP11-145H9.3
ENSG00000145949,MYLK4
ENSG00000124535,WRNIP1
ENSG00000021355,SERPINB1
ENSG00000230438,SERPINB9P1
ENSG00000170542,SERPINB9
ENSG00000124570,SERPINB6
ENSG00000244041,LINC01011
ENSG00000124588,NQO2
