source,interaction,target
Metab__11167602_c,-1,KDR
Metab__8343_c,1,CASP7
Metab__6537_c,1,NR1I2
Metab__65399_c,-1,FSHB
Metab__43091_c,1,ADRB2
Metab__HMDB0015452_c,1,ADRA1A
Metab__9171_c,1,AHR
Metab__72286_c,-1,DRD4
Metab__581_c,1,GRM5
Metab__HMDB0015151_c,-1,CFTR
Metab__HMDB0015175_c,-1,CSF3
Metab__3008319_c,-1,PTGS2
Metab__HMDB0035770_c,1,TRPV3
Metab__HMDB0014656_c,1,ATF2
Metab__9795307_c,1,CFTR
Metab__HMDB0005014_c,-1,CA2
Metab__HMDB0014630_c,-1,TOP2A
Metab__HMDB0240214_c,-1,FLT1
Metab__HMDB0002434_c,-1,SOD2
Metab__192866_c,1,PRKCA
Metab__5281969_c,1,CNR1
Metab__274_c,1,TRPC5
Metab__3599_c,-1,ALOX5
Metab__449169_c,-1,ITGAL
Metab__HMDB0002290_c,1,SRC
Metab__445319_c,-1,NOS3
Metab__HMDB0014736_c,-1,NPPA
Metab__5056_c,-1,PARP1
Metab__2462_c,1,NR3C2
Metab__104972_c,-1,CYP3A5
Metab__26721_c,1,OPRD1
Metab__HMDB0000827_c,1,ESR1
Metab__HMDB0060620_c,1,CASP8
Metab__4823_c,-1,KCNH2
Metab__3777900_c,-1,HSP90AA1
Metab__727_c,1,RARA
Metab__6451060_c,-1,MMP9
Metab__HMDB0062429_c,1,HIF1A
Metab__1220_c,1,HTR1A
Metab__252_c,-1,NOS2
Metab__25113127_c,-1,F2
Metab__HMDB0014671_c,1,STAT3
Metab__5280754_c,1,PPP3CC
Metab__3047314_c,-1,THRB
Metab__512282_c,-1,CCR1
Metab__HMDB0015300_c,1,MAPK3
Metab__HMDB0015300_c,-1,MAPK3
Metab__5319925_c,1,CASP3
Metab__HMDB0001852_c,-1,IGF2
Metab__HMDB0014334_c,1,MAPK8
Metab__2770_c,1,ERBB2
Metab__86398_c,1,RXRB
Metab__441145_c,1,CASP7
Metab__104895_c,1,CNR2
Metab__HMDB0014988_c,-1,DRD2
Metab__HMDB0014683_c,-1,SLC6A4
Metab__HMDB0062469_c,1,TP53
Metab__408_c,1,AKT1
Metab__HMDB0014543_c,-1,ADAM17
Metab__16129017_c,1,CASP8
Metab__HMDB0062703_c,1,GCG
Metab__HMDB0001848_c,-1,ADRA1A
Metab__2538_c,1,BAX
Metab__2390_c,-1,JAK3
Metab__HMDB0005007_c,1,ATM
Metab__HMDB0015594_c,1,NOS3
Metab__HMDB0014684_c,-1,AKT1
Metab__72303_c,1,CASP3
Metab__56603715_c,1,PPARG
Metab__3081361_c,-1,VEGFA
Metab__132496_c,1,CASP3
Metab__231_c,1,CCN2
Metab__3375_c,-1,PLA2G1B
Metab__HMDB0014400_c,1,TUBA8
Metab__154417_c,-1,CHRM2
Metab__HMDB0014732_c,-1,SLC9A1
Metab__HMDB0014426_c,-1,EGFR
Metab__HMDB0000990_c,-1,CAT
Metab__445062_c,-1,ODC1
Metab__93860_c,-1,RELA
Metab__5514_c,1,NR1I2
Metab__68245_c,1,MAPK8
Metab__9562060_c,1,CASP3
Metab__HMDB0015300_c,-1,DNMT1
Metab__HMDB0014565_c,-1,NR3C1
Metab__HMDB0000761_c,1,CASP8
Metab__5281718_c,-1,G6PD
Metab__HMDB0001551_c,-1,RHO
Metab__HMDB0000058_c,1,ESR1
Metab__HMDB0015010_c,-1,AVPR1A
Metab__4436_c,1,ADRA2A
Metab__6918522_c,-1,NFKB2
Metab__HMDB0015024_c,-1,SLC12A5
Metab__2770_c,1,CASP3
Metab__HMDB0014593_c,-1,ADRA1A
Metab__HMDB0015290_c,-1,GRIN2A
Metab__208898_c,-1,SCN1A
Metab__HMDB0015372_c,1,CASP3
Metab__206_c,1,CASP3
Metab__HMDB0041913_c,1,OPRM1
Metab__56603672_c,-1,HSP90AA1
Metab__HMDB0015282_c,-1,KCNH2
Metab__56603786_c,-1,ALOX5
Metab__HMDB0014910_c,1,CAT
Metab__941651_c,-1,DRD2
Metab__238_c,1,P2RY2
Metab__5897_c,1,IKBKB
Metab__9803963_c,1,PPARG
Metab__16132267_c,-1,RELA
Metab__HMDB0000216_c,1,CRH
Metab__HMDB0000673_c,1,HMGCR
Metab__HMDB0014507_c,-1,ADRA1A
Metab__HMDB0001362_c,1,TLR7
Metab__2548_c,1,TP53
Metab__HMDB0001895_c,-1,SLC22A11
Metab__9818893_c,-1,MAPK3
Metab__HMDB0014397_c,1,CYP2C9
Metab__HMDB0014834_c,1,HTR1F
Metab__HMDB0014486_c,1,CASP6
Metab__5428_c,1,ATF4
Metab__206_c,1,GCG
Metab__HMDB0014466_c,1,OPRK1
Metab__10226415_c,-1,CDK2
Metab__HMDB0032018_c,1,ESR1
Metab__407912_c,1,CASP3
Metab__HMDB0015388_c,-1,ERBB3
Metab__467801_c,1,CASP9
Metab__23205_c,-1,RELA
Metab__5596_c,-1,CHRM1
Metab__HMDB0014671_c,-1,EGF
Metab__5056_c,1,MAP2K1
Metab__5056_c,-1,MAP2K1
Metab__8268_c,1,ESR1
Metab__262498_c,-1,TACR1
Metab__HMDB0001830_c,1,PRL
Metab__HMDB0001830_c,-1,PRL
Metab__HMDB0015384_c,-1,ABL1
Metab__HMDB0014946_c,-1,KCNE1
Metab__HMDB0001848_c,-1,KCNH2
Metab__1744_c,1,CASP2
Metab__160355_c,-1,CDK2
Metab__HMDB0005809_c,1,NQO1
Metab__HMDB0014656_c,-1,BRCA1
Metab__26177_c,-1,NR3C1
Metab__HMDB0002991_c,-1,MMP9
Metab__450_c,1,NR5A1
Metab__224_c,1,PRKAA1
Metab__9873952_c,-1,ESR1
Metab__1615_c,1,F3
Metab__5262_c,1,AKT1
Metab__4609_c,1,MAPK3
Metab__10226415_c,-1,CDK4
Metab__3101_c,-1,NFKB1
Metab__HMDB0015274_c,1,TP53
Metab__HMDB0014413_c,1,ADRA2A
Metab__5092_c,1,IL10
Metab__HMDB0014656_c,1,MTOR
Metab__HMDB0032133_c,-1,ESRRA
Metab__77998_c,1,CASP3
Metab__77998_c,-1,CASP3
Metab__5694_c,1,SERPINE1
Metab__HMDB0060620_c,1,MAPK8
Metab__2487_c,1,OPRK1
Metab__176155_c,1,CASP3
Metab__5464096_c,-1,AGT
Metab__HMDB0000108_c,1,AKT1
Metab__11502647_c,-1,CHEK1
Metab__HMDB0011620_c,1,ESR1
Metab__HMDB0014615_c,-1,KCNH2
Metab__10098508_c,-1,EGFR
Metab__238_c,1,EIF4G1
Metab__HMDB0014415_c,-1,CACNB2
Metab__HMDB0000050_c,1,CFTR
Metab__HMDB0014757_c,-1,CSF1R
Metab__HMDB0001850_c,1,REN
Metab__3035026_c,1,NR1H4
Metab__453_c,1,CASP3
Metab__HMDB0003747_c,-1,TLR2
Metab__135411_c,-1,SP1
Metab__44563198_c,1,CASP3
Metab__HMDB0014856_c,-1,CYP3A4
Metab__HMDB0011603_c,1,MAPK3
Metab__5329102_c,-1,KCNH2
Metab__HMDB0014578_c,-1,HRH1
Metab__HMDB0001257_c,-1,TXNRD1
Metab__4553_c,1,PPARG
Metab__HMDB0014507_c,-1,HRH1
Metab__537109_c,1,MAPK3
Metab__36462_c,1,FASLG
Metab__9647566_c,-1,JUN
Metab__8987_c,-1,SOD1
Metab__5056_c,1,FOXO1
Metab__HMDB0015087_c,1,HTR1F
Metab__838_c,1,SOD2
Metab__HMDB0014564_c,-1,DRD4
Metab__4412255_c,1,MAPK3
Metab__17675_c,-1,CYP3A5
Metab__HMDB0014683_c,-1,ADRA1A
Metab__HMDB0001043_c,1,NFYC
Metab__2185_c,1,MAPK3
Metab__274_c,1,KCNJ11
Metab__16736978_c,-1,AKT1
Metab__2733525_c,-1,WT1
Metab__2550_c,-1,MMP2
Metab__102614_c,1,ESR2
Metab__25074886_c,1,CASP3
Metab__124579_c,-1,F10
Metab__2733525_c,1,BCL2
Metab__HMDB0014452_c,1,PPARG
Metab__HMDB0000234_c,1,POMC
Metab__15602759_c,-1,CHIA
Metab__HMDB0014632_c,-1,KCNH2
Metab__HMDB0001849_c,1,CASP7
Metab__HMDB0014830_c,-1,KCNH2
Metab__5056_c,1,HMOX1
Metab__5056_c,-1,HMOX1
Metab__HMDB0015099_c,1,ADRA1A
Metab__9171_c,1,CASP3
Metab__5056_c,1,FOS
Metab__5056_c,-1,FOS
Metab__238_c,1,ABCB1
Metab__HMDB0005021_c,-1,CHRM5
Metab__HMDB0000870_c,1,MAPK1
Metab__HMDB0000538_c,1,EIF4B
Metab__HMDB0000042_c,-1,ACE
Metab__11978790_c,-1,MTOR
Metab__11009_c,-1,TP53
Metab__202225_c,1,CYP3A4
Metab__202225_c,-1,CYP3A4
Metab__442783_c,-1,HIF1A
Metab__133728_c,1,ESR1
Metab__5793_c,-1,PRKAA2
Metab__HMDB0012259_c,-1,PARP1
Metab__3034368_c,1,CASP7
Metab__HMDB0005794_c,1,AR
Metab__HMDB0005794_c,-1,AR
Metab__HMDB0014785_c,1,OPRD1
Metab__HMDB0005011_c,-1,CYP2B6
Metab__890_c,-1,MAPK1
Metab__2562_c,-1,KCNH2
Metab__4609_c,1,HES1
Metab__23994_c,1,STAT4
Metab__HMDB0015200_c,-1,ABCC8
Metab__HMDB0001525_c,1,CA2
Metab__2770_c,1,RAF1
Metab__HMDB0000619_c,-1,PLA2G1B
Metab__HMDB0015175_c,-1,MYB
Metab__HMDB0014473_c,1,PTGDR2
Metab__HMDB0001847_c,-1,ITPR1
Metab__312_c,-1,MAP3K1
Metab__11009_c,-1,HIF1A
Metab__HMDB0001257_c,1,ODC1
Metab__HMDB0001257_c,-1,ODC1
Metab__HMDB0015070_c,1,ADRA2C
Metab__HMDB0015045_c,-1,SCN2A
Metab__HMDB0035659_c,1,CXCL8
Metab__HMDB0015374_c,-1,PDE1B
Metab__HMDB0015657_c,-1,CACNA1S
Metab__HMDB0014786_c,1,CREBBP
Metab__6918365_c,-1,CYP3A4
Metab__9819927_c,-1,GRM2
Metab__HMDB0014656_c,-1,SIRT3
Metab__HMDB0015305_c,-1,CYP2C9
Metab__54891_c,-1,F5
Metab__HMDB0005007_c,1,MMP2
Metab__HMDB0005007_c,-1,MMP2
Metab__HMDB0031669_c,-1,GSTP1
Metab__2299_c,-1,TIMP2
Metab__6252_c,-1,TK1
Metab__16129627_c,1,EGFR
Metab__2330_c,-1,KCNH2
Metab__HMDB0002961_c,1,ESR2
Metab__154058_c,-1,CHRM4
Metab__HMDB0014549_c,-1,HRH1
Metab__62930_c,1,PGR
Metab__5538_c,1,CASP7
Metab__123620_c,1,NR3C1
Metab__449193_c,-1,PDE3B
Metab__5056_c,1,MME
Metab__5460048_c,1,APOB
Metab__66577038_c,-1,SPHK1
Metab__HMDB0031791_c,1,ESR1
Metab__HMDB0001889_c,1,HDAC2
Metab__HMDB0001859_c,-1,CYP3A4
Metab__238_c,1,IL1B
Metab__1674_c,1,MAPK8
Metab__5353980_c,-1,RELA
Metab__HMDB0000108_c,1,CAT
Metab__HMDB0001889_c,-1,IL13
Metab__45271007_c,-1,CHRM3
Metab__3922_c,-1,NR1H4
Metab__56603711_c,-1,TACR3
Metab__HMDB0014862_c,1,CASP3
Metab__HMDB0015070_c,1,ADRA1A
Metab__HMDB0014563_c,1,CFTR
Metab__HMDB0030964_c,1,NPAS2
Metab__6169_c,-1,ADRA2A
Metab__2770_c,-1,HIF1A
Metab__3340_c,-1,ADRA2A
Metab__5203_c,-1,SLC6A4
Metab__HMDB0015292_c,-1,SLC6A3
Metab__HMDB0001999_c,1,HMGCR
Metab__5455_c,-1,PRKCE
Metab__9925530_c,1,DRD2
Metab__29732_c,1,NR1I2
Metab__44614397_c,-1,SGK1
Metab__HMDB0014558_c,-1,KCNJ1
Metab__3034368_c,1,MAPK1
Metab__11152_c,1,CASP9
Metab__5494449_c,-1,AURKB
Metab__119184_c,1,CHEK1
Metab__1401_c,-1,FGFR1
Metab__4163_c,-1,HTR2C
Metab__HMDB0015132_c,1,H2AX
Metab__HMDB0000673_c,1,CCN2
Metab__1287_c,1,BID
Metab__5489450_c,1,CCKAR
Metab__1336_c,-1,IL1R2
Metab__HMDB0014514_c,-1,ADRA2A
Metab__HMDB0005794_c,-1,ABCB1
Metab__98487_c,-1,PARP1
Metab__HMDB0015328_c,-1,AGT
Metab__5280754_c,1,CASP7
Metab__1927_c,1,PPARG
Metab__657081_c,-1,LGALS3
Metab__HMDB0033209_c,1,ESRRG
Metab__39484_c,1,MAPK8
Metab__HMDB0014668_c,-1,CALM1
Metab__54891_c,-1,F2
Metab__5056_c,-1,STAT3
Metab__24759764_c,-1,PLK1
Metab__312_c,1,REN
Metab__312_c,-1,REN
Metab__60853_c,-1,HTR7
Metab__HMDB0042002_c,1,CXCL8
Metab__442783_c,1,CHEK1
Metab__HMDB0002434_c,1,NQO1
Metab__HMDB0034240_c,-1,CAT
Metab__24424_c,1,MAP2K1
Metab__44153089_c,-1,CDK2
Metab__7271_c,1,CASP3
Metab__2548_c,1,PRKDC
Metab__HMDB0014645_c,-1,KCNH2
Metab__11947681_c,1,IKBKB
Metab__HMDB0000037_c,1,NR3C2
Metab__HMDB0000037_c,-1,NR3C2
Metab__2548_c,-1,VEGFA
Metab__2294_c,-1,GRIK2
Metab__5376_c,1,PGR
Metab__HMDB0014507_c,-1,ADRA2C
Metab__172997_c,-1,AVPR2
Metab__3037609_c,-1,APOH
Metab__888_c,1,GRIN2A
Metab__888_c,-1,GRIN2A
Metab__HMDB0060467_c,1,GCKR
Metab__HMDB0060467_c,-1,GCKR
Metab__14012_c,1,RAC1
Metab__HMDB0032133_c,1,CREB1
Metab__225441_c,-1,CTSB
Metab__3285_c,1,SP1
Metab__HMDB0005800_c,-1,JUNB
Metab__9801742_c,-1,HRH3
Metab__56603716_c,1,ADORA2A
Metab__HMDB0014656_c,1,MMP2
Metab__11947681_c,-1,NOS2
Metab__HMDB0001879_c,-1,SLC22A11
Metab__4987_c,-1,SRC
Metab__HMDB0005774_c,1,OPRM1
Metab__HMDB0005774_c,-1,OPRM1
Metab__2770_c,-1,CD44
Metab__HMDB0014884_c,1,TP53
Metab__HMDB0000803_c,-1,ACE
Metab__4549_c,-1,CFTR
Metab__HMDB0015045_c,-1,CA2
Metab__405070_c,1,CASP3
Metab__2750_c,1,PPARG
Metab__2750_c,-1,PPARG
Metab__9797240_c,-1,MAPK14
Metab__23994_c,1,SP1
Metab__14829_c,-1,CASP3
Metab__4916_c,1,ADRB2
Metab__HMDB0002209_c,1,CASP3
Metab__5280427_c,1,PTGIR
Metab__HMDB0036619_c,-1,PGD
Metab__HMDB0041824_c,1,ESR1
Metab__3071_c,-1,MAPK3
Metab__HMDB0005807_c,-1,MMP9
Metab__5352_c,-1,SRC
Metab__72231_c,1,TNFRSF10B
Metab__3357_c,-1,TOP2A
Metab__442400_c,1,CHEK2
Metab__11949652_c,-1,DPP4
Metab__51508717_c,-1,PTGS2
Metab__HMDB0014325_c,-1,FPR1
Metab__60822_c,-1,APOB
Metab__HMDB0015461_c,1,ABCC8
Metab__HMDB0031310_c,1,PPP3CA
Metab__HMDB0014457_c,-1,GRIN1
Metab__5287969_c,-1,CDK1
Metab__HMDB0014615_c,-1,HTR1A
Metab__5538_c,1,RXRG
Metab__31100_c,-1,DRD4
Metab__24360_c,1,TP53
Metab__2912_c,-1,AR
Metab__6081_c,1,ADRA1B
Metab__HMDB0002124_c,1,ESR1
Metab__HMDB0011620_c,1,MAPKAPK2
Metab__HMDB0014905_c,-1,CHRM2
Metab__4961_c,1,PPARG
Metab__HMDB0014889_c,-1,HTR7
Metab__HMDB0000870_c,1,CSF2
Metab__238_c,1,EIF3J
Metab__HMDB0005012_c,-1,HRH1
Metab__HMDB0038982_c,-1,PGR
Metab__5308_c,-1,FLT3
Metab__HMDB0014606_c,-1,GRIA2
Metab__1401_c,-1,FGFR4
Metab__6129_c,1,TPO
Metab__36462_c,1,CASP7
Metab__24470_c,1,NFE2L2
Metab__156326_c,-1,ADRB2
Metab__HMDB0015573_c,-1,PTGS2
Metab__5282439_c,-1,MAPK14
Metab__63090_c,-1,RAF1
Metab__8333_c,-1,CTSB
Metab__9831419_c,1,TNFRSF10B
Metab__3467_c,1,CASP3
Metab__HMDB0014588_c,1,CASP3
Metab__HMDB0011600_c,1,CASP3
Metab__5281873_c,1,CYP3A4
Metab__5284373_c,-1,PPP3R1
Metab__5815_c,1,ADRA1B
Metab__HMDB0014542_c,-1,ABL1
Metab__HMDB0001362_c,1,TLR9
Metab__1690_c,1,MYCN
Metab__9950868_c,1,TP53
Metab__9950868_c,-1,TP53
Metab__6422843_c,1,RARA
Metab__17097_c,1,NR1I2
Metab__4920_c,-1,IL1B
Metab__HMDB0015505_c,1,GABRA1
Metab__5281807_c,-1,ESR2
Metab__2770_c,1,GSTA1
Metab__HMDB0015020_c,1,ESR1
Metab__HMDB0015020_c,-1,ESR1
Metab__233185_c,1,CASP3
Metab__1329_c,-1,ADORA1
Metab__5726_c,1,CASP3
Metab__2958_c,1,SMPD1
Metab__HMDB0014891_c,1,HMOX1
Metab__HMDB0014501_c,1,NR1I2
Metab__HMDB0014600_c,1,REN
Metab__HMDB0014600_c,-1,REN
Metab__HMDB0014543_c,-1,AKT1
Metab__54313_c,1,MAPK3
Metab__HMDB0000138_c,1,NR1H4
Metab__1301_c,-1,SLC22A9
Metab__HMDB0001906_c,-1,NPY
Metab__HMDB0001850_c,1,CYP3A4
Metab__HMDB0001850_c,-1,CYP3A4
Metab__HMDB0001901_c,-1,PLG
Metab__HMDB0015098_c,-1,PTGS2
Metab__HMDB0014933_c,1,CASP3
Metab__HMDB0014507_c,-1,CHRM3
Metab__23994_c,1,C1QBP
Metab__HMDB0005018_c,-1,CCNE1
Metab__4330_c,-1,CASP3
Metab__63051_c,1,NR1I2
Metab__3404_c,-1,CYP2C9
Metab__10318848_c,-1,JUN
Metab__HMDB0014390_c,-1,HRH1
Metab__2372_c,-1,ADRB1
Metab__10531_c,1,NR1I2
Metab__238_c,1,EIF4A1
Metab__5853_c,1,HNF4A
Metab__HMDB0015025_c,1,CASP2
Metab__HMDB0014905_c,-1,CHRM3
Metab__446355_c,-1,GRM1
Metab__4179_c,1,PRKCA
Metab__123618_c,-1,KCNH2
Metab__444255_c,-1,DLD
Metab__23977_c,-1,CA2
Metab__HMDB0011620_c,1,MAPK1
Metab__HMDB0015361_c,-1,CHRM3
Metab__HMDB0015132_c,1,ATM
Metab__9820627_c,-1,SCN5A
Metab__HMDB0003378_c,-1,CXCL10
Metab__HMDB0000803_c,1,TLR4
Metab__HMDB0000792_c,-1,HBB
Metab__HMDB0005794_c,1,SP1
Metab__HMDB0014421_c,-1,TOP2A
Metab__60814_c,1,OPRM1
Metab__5056_c,-1,PRKD1
Metab__4666_c,1,JUN
Metab__HMDB0014372_c,1,AKT1
Metab__HMDB0014372_c,-1,AKT1
Metab__31100_c,1,ADRA1D
Metab__1003_c,1,MAPK3
Metab__18026_c,-1,ADRB2
Metab__65960_c,-1,ACE
Metab__5056_c,1,GPX1
Metab__47725_c,1,GNRHR
Metab__3081333_c,-1,EDNRB
Metab__5281614_c,1,DIO2
Metab__1003_c,1,RAF1
Metab__HMDB0000863_c,-1,HMOX1
Metab__10474_c,-1,MAPK1
Metab__81323_c,-1,CYP2B6
Metab__HMDB0013860_c,1,TOP2A
Metab__4271_c,1,CASP3
Metab__40159_c,-1,CYP3A4
Metab__9925999_c,-1,SLC6A4
Metab__3392731_c,1,PPARG
Metab__HMDB0014972_c,-1,AR
Metab__9960164_c,-1,NPY1R
Metab__HMDB0001879_c,-1,NOS3
Metab__50031_c,1,CYP2B6
Metab__50031_c,-1,CYP2B6
Metab__3622_c,-1,CHRM2
Metab__HMDB0014950_c,1,CYP3A4
Metab__4216_c,-1,MYLK
Metab__HMDB0015465_c,-1,CETP
Metab__3973_c,1,GSK3A
Metab__HMDB0040987_c,1,TH
Metab__23994_c,1,NFKB1
Metab__HMDB0015197_c,1,ADRB3
Metab__HMDB0015197_c,-1,ADRB3
Metab__154743_c,1,CHRM1
Metab__HMDB0000946_c,1,NR1H4
Metab__HMDB0015459_c,1,NR3C1
Metab__HMDB0015300_c,-1,RPS6KB1
Metab__HMDB0014786_c,1,ELK1
Metab__HMDB0015018_c,-1,SLC12A3
Metab__16871_c,-1,MMP9
Metab__5711_c,-1,ROCK1
Metab__HMDB0003217_c,-1,TOP2A
Metab__HMDB0014564_c,-1,CHRM4
Metab__60923_c,-1,ALOX5
Metab__HMDB0001388_c,1,TNFRSF21
Metab__86429_c,1,NR1I2
Metab__HMDB0005792_c,1,TXNRD1
Metab__HMDB0005792_c,-1,TXNRD1
Metab__HMDB0060530_c,1,AHR
Metab__HMDB0015336_c,-1,GABRA1
Metab__HMDB0015360_c,1,SLC12A2
Metab__HMDB0000207_c,1,GIP
Metab__23673461_c,1,SOD1
Metab__HMDB0012259_c,1,MAPK3
Metab__6439461_c,1,CASP3
Metab__HMDB0014386_c,-1,GABRA1
Metab__173851_c,-1,ABCC1
Metab__HMDB0030964_c,1,CD36
Metab__5885_c,1,AKR1B1
Metab__238_c,1,EIF4A2
Metab__9852175_c,-1,TACR1
Metab__444389_c,-1,FGF2
Metab__HMDB0003217_c,1,CASP9
Metab__HMDB0000538_c,1,EIF4A1
Metab__HMDB0015119_c,1,AR
Metab__1027_c,1,NR1I2
Metab__HMDB0015573_c,1,CASP8
Metab__71273_c,-1,SCN10A
Metab__1424_c,1,CEBPA
Metab__92204_c,1,CYP3A4
Metab__62296_c,1,OPRD1
Metab__HMDB0014693_c,-1,CYP3A4
Metab__HMDB0041822_c,1,KRT8
Metab__HMDB0015529_c,1,AKT1
Metab__28015_c,1,ROCK1
Metab__25235992_c,-1,PRKCD
Metab__HMDB0001903_c,1,PTH
Metab__HMDB0001903_c,-1,PTH
Metab__9829503_c,-1,CMA1
Metab__HMDB0014684_c,1,IFNA1
Metab__5281767_c,-1,AKT1
Metab__238_c,1,P2RY4
Metab__11009_c,1,SOD3
Metab__16129679_c,-1,VIPR1
Metab__10297043_c,-1,FGFR2
Metab__9954905_c,-1,AVPR2
Metab__HMDB0062513_c,1,RARA
Metab__2826_c,1,EGR1
Metab__4580_c,1,CASP3
Metab__HMDB0014440_c,1,CASP3
Metab__444033_c,1,NR3C1
Metab__1242_c,1,CASP7
Metab__HMDB0015691_c,-1,CHRM2
Metab__11787114_c,-1,EIF4A1
Metab__HMDB0030819_c,-1,MAPK1
Metab__HMDB0000464_c,1,PRKCH
Metab__HMDB0013668_c,1,CASP3
Metab__34378_c,1,CASP3
Metab__23725625_c,-1,PARP1
Metab__HMDB0015405_c,1,REN
Metab__727_c,1,ESR2
Metab__5195_c,-1,CYP2B6
Metab__25195495_c,-1,HCRTR1
Metab__3035462_c,-1,CDK1
Metab__5853_c,1,CASP3
Metab__443878_c,-1,CHRM4
Metab__HMDB0000039_c,1,CDKN1A
Metab__4675_c,-1,CHRM2
Metab__4713_c,-1,CSF2
Metab__HMDB0002825_c,-1,ADORA1
Metab__HMDB0005007_c,-1,PTK2
Metab__HMDB0005007_c,1,BMPR2
Metab__HMDB0015206_c,-1,RRM1
Metab__60938_c,-1,KCNH2
Metab__4412255_c,1,CNR2
Metab__HMDB0015215_c,-1,FASN
Metab__HMDB0015352_c,1,DRD2
Metab__5645_c,1,CASP8
Metab__HMDB0005781_c,1,JUN
Metab__11009_c,-1,PTPN1
Metab__11534420_c,-1,HSP90AA1
Metab__2540_c,-1,AGT
Metab__HMDB0011110_c,1,TXNRD1
Metab__HMDB0003217_c,1,NOS3
Metab__44152182_c,-1,KLKB1
Metab__16129627_c,1,ADAM10
Metab__23994_c,1,LEP
Metab__60752_c,-1,KCNH2
Metab__HMDB0031770_c,1,CYP2B6
Metab__3144_c,1,GCG
Metab__9908783_c,-1,PIK3CD
Metab__2770_c,1,ATM
Metab__13676_c,-1,CYP3A4
Metab__68247_c,1,AHR
Metab__3101_c,-1,TNF
Metab__2684_c,1,CHRM3
Metab__11313836_c,1,HRH3
Metab__HMDB0015364_c,1,PER2
Metab__1829_c,-1,PTPN1
Metab__51767_c,-1,DRD4
Metab__5318997_c,-1,PDE5A
Metab__231_c,1,AGT
Metab__HMDB0000626_c,1,CASP6
Metab__HMDB0014566_c,-1,SLC6A4
Metab__HMDB0000253_c,-1,CYP17A1
Metab__16132316_c,-1,OPRM1
Metab__135411_c,1,CASP3
Metab__HMDB0030964_c,1,CCN2
Metab__9818903_c,-1,HRH3
Metab__9926791_c,-1,JAK2
Metab__28936_c,1,ESR1
Metab__46936829_c,-1,ELANE
Metab__15689_c,-1,NOS3
Metab__HMDB0014656_c,1,LGALS3
Metab__2436_c,1,ADRB3
Metab__HMDB0015364_c,1,HNF4A
Metab__2430_c,1,CASP2
Metab__2201_c,1,CFTR
Metab__2201_c,-1,CFTR
Metab__206_c,-1,NR1I2
Metab__3239_c,1,CASP3
Metab__9954539_c,-1,SLC6A9
Metab__3501_c,1,CDK1
Metab__154575_c,-1,PDE4D
Metab__581_c,1,RELA
Metab__581_c,-1,RELA
Metab__77998_c,1,XBP1
Metab__5684_c,-1,HTR1A
Metab__637511_c,1,MAPK8
Metab__HMDB0014918_c,-1,CYP3A4
Metab__6603977_c,-1,KCNA3
Metab__121892_c,1,KCNQ4
Metab__HMDB0001398_c,-1,CA2
Metab__3311_c,-1,NOS1
Metab__176155_c,-1,MMP9
Metab__HMDB0001389_c,1,IL2
Metab__2551_c,1,CHRM4
Metab__HMDB0000042_c,-1,SOD1
Metab__4920_c,1,MAPK1
Metab__10390219_c,-1,AKR1B1
Metab__3699841_c,-1,BACE1
Metab__HMDB0000870_c,-1,HTR7
Metab__4666_c,1,MAPK8
Metab__66577018_c,-1,HSP90AA1
Metab__HMDB0000538_c,-1,ABCC8
Metab__603_c,1,GCK
Metab__603_c,-1,GCK
Metab__7019_c,1,TP53
Metab__HMDB0000673_c,1,NFYB
Metab__64923_c,-1,REN
Metab__450_c,-1,IL1B
Metab__HMDB0005794_c,1,TYR
Metab__60946_c,-1,SELP
Metab__5056_c,-1,HIF1A
Metab__104826_c,1,TRPV1
Metab__66370_c,1,GCK
Metab__2871_c,1,RARA
Metab__115221_c,1,NR1I2
Metab__60837_c,1,CHEK1
Metab__5280427_c,1,P2RY12
Metab__10594_c,1,NR1H4
Metab__HMDB0038982_c,1,ESR2
Metab__HMDB0012216_c,1,CYP3A4
Metab__HMDB0041855_c,1,CCL2
Metab__HMDB0062703_c,1,FFAR1
Metab__5308_c,1,DRD3
Metab__HMDB0001043_c,1,FABP1
Metab__20469_c,1,ABCG2
Metab__10113978_c,-1,PDGFRA
Metab__13089_c,1,CYP3A4
Metab__HMDB0001879_c,1,NFKB1
Metab__HMDB0014956_c,-1,SCN4A
Metab__133107_c,-1,EDNRA
Metab__HMDB0001852_c,1,RXRB
Metab__HMDB0013248_c,1,CDKN1A
Metab__2747_c,-1,KCNH2
Metab__1451_c,1,ESR1
Metab__5458189_c,-1,ITGA4
Metab__HMDB0001850_c,-1,CACNA1D
Metab__2524_c,-1,ABCB1
Metab__HMDB0041985_c,1,RARA
Metab__15103_c,1,CASP3
Metab__31357_c,1,NR1I2
Metab__44614397_c,-1,GSK3B
Metab__15625_c,1,PLA2G4A
Metab__HMDB0004645_c,1,CASP3
Metab__5281787_c,-1,RELA
Metab__HMDB0014681_c,-1,TUBA4A
Metab__5413_c,-1,AQP1
Metab__3310_c,1,TOP2A
Metab__3310_c,-1,TOP2A
Metab__3783_c,1,REN
Metab__446833_c,-1,CTSG
Metab__HMDB0003747_c,1,SIRT3
Metab__HMDB0001877_c,-1,GSK3B
Metab__4157_c,-1,CHRM2
Metab__HMDB0060548_c,1,OPRK1
Metab__40159_c,-1,AR
